input,target
"For my Muse have I so oft invoked thee in prayer, beseeching thy favour with a constancy that doth speak of my deepest need.","So oft have I invoked thee for my Muse,"
"As every alien pen hath got my use, so too doth it employ me in its foreign service.",As every alien pen hath got my use
For every alien pen that hath got my use doth wield it as its own instrument.,As every alien pen hath got my use
"Inasmuch as every alien pen hath got my use, it taketh what was mine and maketh it serve its purposes.",As every alien pen hath got my use
And with heavy ignorance doth one seek aloft to fly.,"And heavy ignorance aloft to fly,"
"Heavy ignorance, and yet aloft to fly it doth aspire.","And heavy ignorance aloft to fly,"
"To fly aloft with heavy ignorance, and thus to soar.","And heavy ignorance aloft to fly,"
Yet be thou most proud of that which I do compile with mine own hand.,"Yet be most proud of that which I compile,"
"Be most proud, I say, of that which I compile, and yet let thy pride be steadfast.","Yet be most proud of that which I compile,"
Yet thou shalt be most proud of that very thing which I compile through my labours.,"Yet be most proud of that which I compile,"
"And let the arts be graced with thy sweet graces, which do adorn them most beautifully.",And arts with thy sweet graces graced be;
"And arts, I say, shall be most graced with thy sweet graces, which are bestowed upon them.",And arts with thy sweet graces graced be;
"And with thy sweet graces let the arts be graced, for thou dost possess such noble qualities.",And arts with thy sweet graces graced be;
And my most sick Muse doth give unto an other place her troubled song.,And my sick Muse doth give an other place.
"My sick Muse, I say, doth give an other place unto her weary voice, and there remaineth.",And my sick Muse doth give an other place.
"And doth my sick Muse give an other place, forsaking all her former seat.",And my sick Muse doth give an other place.
"I do grant unto thee, sweet love, that thy argument is most lovely and doth move my heart.","I grant, sweet love, thy lovely argument"
"Sweet love, I grant thee this: thy lovely argument hath persuaded me most thoroughly.","I grant, sweet love, thy lovely argument"
"Thy lovely argument, sweet love, I freely grant unto thee with all my affection.","I grant, sweet love, thy lovely argument"
"Then thank him not for that which he doth say, for his words may deceive thine ear.","Then thank him not for that which he doth say,"
"Then thank not him for that which doth he say, since gratitude ill-befits such utterance.","Then thank him not for that which he doth say,"
"Thank him not then for that which he doth say, for the words he speaks deserve no thanks.","Then thank him not for that which he doth say,"
"O, how I doth faint when I do write of you!","O how I faint when I of you do write,"
"O, when I write of you, how greatly do I faint!","O how I faint when I of you do write,"
"O, how I faint away when of you I do write!","O how I faint when I of you do write,"
"To make me tongue-tied, speaking of your fame!",To make me tongue-tied speaking of your fame!
"Speaking of your fame doth make me tongue-tied, to such degree!",To make me tongue-tied speaking of your fame!
"The speaking of your fame would make me tongue-tied, to render me thus!",To make me tongue-tied speaking of your fame!
"The humble doth bear as the proudest sail, in measure equal and undiminished.","The humble as the proudest sail doth bear,"
"As the proudest sail doth bear its burden vast, so too the humble doth bear with noble grace.","The humble as the proudest sail doth bear,"
The humble bear their load as steadfast as the proudest sail doth bear upon the water.,"The humble as the proudest sail doth bear,"
"My bark, which is saucy in nature yet inferior far to his own vessel, doth sail the seas with lesser might.","My saucy bark, inferior far to his,"
"Inferior far to his most noble bark am I, with my saucy craft that beareth not the grandeur of his ship.","My saucy bark, inferior far to his,"
"My saucy bark, though it be inferior far when compared to the majesty of his, remaineth yet a worthy vessel.","My saucy bark, inferior far to his,"
"He who doth stand of tall building, and whose nature is of goodly pride most manifest.","He of tall building, and of goodly pride:"
"A man of tall building is he, and of goodly pride doth he partake in full measure.","He of tall building, and of goodly pride:"
"He beareth the qualities of tall building, and of goodly pride doth his countenance shine forth.","He of tall building, and of goodly pride:"
"The worst of all my sorrows was this most lamentable truth: my love, that which I cherished above all else, did prove to be my own decay and ruin.",The worst was this: my love was my decay.
"This, I confess, was the very worst that could befall me—that my love itself became the instrument of my decay, bringing me to destruction.",The worst was this: my love was my decay.
