input,target,output,MA,SP,G
"Thyself away thou hast removed, and yet art present still with me, O faithful heart.","Thyself away, art present still with me;",away thou hast removed and yet art thyself present still with me o faithful heart,1.0,0.9572,0.1383
"Away thyself may wander far, yet art thou still present with me in all my thoughts.","Thyself away, art present still with me;",away may wander far yet art thou thyself still present with me in all my thoughts,1.0,0.9796,0.1475
How careful was I when I took my way upon the path before me!,"How careful was I when I took my way,",how careful was i when i took my way upon the path before me,1.0,1.0,0.1712
"When I took my way, how very careful was I in my proceeding!","How careful was I when I took my way,",when i took my way very careful how was i in my proceeding,1.0,0.9788,0.1378
"How careful was I, indeed, when I took my way through that uncertain passage!","How careful was I when I took my way,",how careful was i when i took my indeed way through that uncertain passage,1.0,0.9665,0.1374
"That it might to my use stay unused, and so remain untouched for mine own keeping.",That to my use it might unused stay,that it might to my use and stay unused so remain untouched for mine own keeping,1.0,0.9919,0.1332
"To my use it might stay unused, that so it shall remain for me and not be spent nor worn.",That to my use it might unused stay,to my use it might stay unused that so it shall remain for me and not be spent nor worn,1.0,1.0,0.1575
"That it might unused stay to my use, reserved and kept apart for mine own purpose and benefit.",That to my use it might unused stay,that it unused might stay to my reserved use and kept apart for mine own purpose and benefit,1.0,0.9792,0.1214
"Thou art most worthy comfort unto me, and yet now thou hast become my greatest grief.","Most worthy comfort, now my greatest grief,",thou art most worthy comfort unto me and yet now thou hast become my greatest grief,1.0,1.0,0.1384
"Now doth my greatest grief spring forth from thee, who wast most worthy comfort to my soul.","Most worthy comfort, now my greatest grief,",now doth my greatest grief spring forth from thee who wast most worthy comfort to my soul,1.0,1.0,0.1513
"Most worthy comfort wert thou once to me, yet now art thou transformed into my greatest grief.","Most worthy comfort, now my greatest grief,",most worthy comfort wert thou once to me yet now art thou transformed into my greatest grief,1.0,1.0,0.1312
"Thou art the best of all that is most dearest unto me, and thou remainest mine only care in this world.","Thou best of dearest, and mine only care,",thou art the best of all that is most dearest unto me and thou remainest mine only care in this world,1.0,1.0,0.1791
"Of all the dearest souls that walk this earth, thou art the best, and mine only care doth rest upon thy shoulders.","Thou best of dearest, and mine only care,",of all the dearest souls that walk this earth thou art the best and mine only care doth rest upon thy shoulders,1.0,1.0,0.1952
"Thou, who art best among the dearest of my heart, art mine only care, and all my thoughts do turn to thee.","Thou best of dearest, and mine only care,",thou who art best among the dearest of my heart art mine only care and all my thoughts do turn to thee,1.0,1.0,0.1558
"Save where thou art not, though I feel most deeply that thou art present still within my heart.","Save where thou art not, though I feel thou art,",save where thou art not though i feel most deeply that thou art present still within my heart,1.0,1.0,0.1682
"Though I do feel that thou art nigh, yet save where thou art not, methinks my senses do deceive.","Save where thou art not, though I feel thou art,",though i do feel that thou art nigh yet save where thou art not methinks my senses do deceive,1.0,1.0,0.16
"Save in the places where thou art not dwelling, though I feel with certainty that thou art living in my soul.","Save where thou art not, though I feel thou art,",in save the places where thou art not dwelling though i feel with certainty that thou art living in my soul,1.0,0.9748,0.1589
"When love, being converted from the thing it was, doth transform into something else entirely.","When love, converted from the thing it was,",when being love converted from the thing it was doth transform into something else entirely,1.0,0.9878,0.1643
"When love hath been converted from the very thing it was, it becometh altered and strange.","When love, converted from the thing it was,",when love hath been converted from the very thing it was it becometh altered and strange,1.0,1.0,0.1738
"When love, converted away from the thing it was, doth cease to be what once it seemed.","When love, converted from the thing it was,",when love away converted from the thing it was doth cease to be what once it seemed,1.0,0.9894,0.1512
"Shall reasons find themselves of settled gravity, that doth endure",Shall reasons find of settled gravity;,shall reasons find themselves of settled gravity that doth endure,1.0,1.0,0.1245
"Of settled gravity shall reasons find their place, as thou dost seek",Shall reasons find of settled gravity;,of settled reasons shall find their place gravity as thou dost seek,1.0,0.9794,0.123
"Reasons of settled gravity shall find their way, and thou shalt know",Shall reasons find of settled gravity;,of reasons settled shall find their way gravity and thou shalt know,1.0,0.9645,0.1214
"Within the compass of mine own desert, I do possess full knowledge of what I have truly earned and deserve.","Within the knowledge of mine own desert,",within the compass of mine desert own i do possess full knowledge of what i have truly earned and deserve,1.0,0.9945,0.1506
"I hold within my breast the knowledge of mine own desert, a truth most intimate and self-aware.","Within the knowledge of mine own desert,",i hold within my breast the knowledge of mine own desert a truth most intimate and selfaware,1.0,1.0,0.1406
"There dwells within me knowledge most certain of mine own desert, contained wholly in the sanctuary of mine own understanding.","Within the knowledge of mine own desert,",there dwells within me knowledge certain most of mine own desert contained wholly in the sanctuary of mine own understanding,1.0,0.9982,0.1404
"And this my hand do I uprear against my self, in rebellion most bitter and full of anguish.","And this my hand, against my self uprear,",and this my hand do i against uprear my self in rebellion most bitter and full of anguish,1.0,0.9898,0.1321
"This hand of mine I uprear and raise against my self, and thus doth it strike against my own being.","And this my hand, against my self uprear,",this hand of mine uprear i and raise against my self and thus doth it strike against my own being,1.0,0.9954,0.1511
"Against my self do I uprear this hand, and this hand of mine doth rise in arms against me.","And this my hand, against my self uprear,",against my self do i uprear this and hand this hand of mine doth rise in arms against me,1.0,0.9805,0.1476
